1,1211,0,0
2,1004,0,0
3,877,0,0
4,877,0,0
5,877,0,0
6,877,0,0
7,877,0,0
8,877,0,0
9,877,0,0
10,877,0,0
11,877,0,0
12,877,0,0
13,877,0,0
14,877,0,0
15,877,0,0
16,877,0,0
17,877,0,0
18,877,0,0
19,877,0,0
20,877,0,0
21,877,0,0
22,877,0,0
23,877,0,0
24,877,0,0
25,877,0,0
26,877,0,0
27,877,0,0
28,877,0,0
29,877,0,0
30,877,0,0
31,877,0,0
32,877,0,0
33,877,0,0
34,877,0,0
35,877,0,0
36,877,0,0
37,877,0,0
38,877,0,0
39,877,0,0
40,877,0,0
41,877,0,0
42,877,0,0
43,877,0,0
44,877,0,0
45,877,0,0
46,877,0,0
47,877,0,0
48,877,0,0
49,877,0,0
50,877,0,0
51,877,0,0
52,877,0,0
53,877,0,0
54,877,0,0
55,877,0,0
56,877,0,0
57,877,0,0
58,877,0,0
59,877,0,0
60,877,0,0
61,877,0,0
62,877,0,0
63,877,0,0
64,877,0,0
65,877,0,0
66,877,0,0
67,877,0,0
68,877,0,0
69,877,0,0
70,877,0,0
71,877,0,0
72,877,0,0
73,877,0,0
74,877,0,0
75,877,0,0
76,877,0,0
77,877,0,0
78,877,0,0
79,877,0,0
80,877,0,0
81,877,0,0
82,877,0,0
83,877,0,0
84,877,0,0
85,877,0,0
86,877,0,0
87,877,0,0
88,877,0,0
89,877,0,0
90,877,0,0
91,877,0,0
92,877,0,0
93,877,0,0
94,877,0,0
95,877,0,0
96,877,0,0
97,877,0,0
98,877,0,0
99,877,0,0
100,877,0,0
101,877,0,0
102,877,0,0
103,877,0,0
104,877,0,0
105,877,0,0
106,877,0,0
107,877,0,0
108,877,0,0
109,877,0,0
110,877,0,0
111,877,0,0
112,877,0,0
113,877,0,0
114,877,0,0
115,877,0,0
116,877,0,0
117,877,0,0
118,877,0,0
119,877,0,0
120,877,0,0
121,877,0,0
122,877,0,0
123,877,0,0
124,877,0,0
125,877,0,0
126,877,0,0
127,877,0,0
128,877,0,0
129,877,0,0
130,877,0,0
131,877,0,0
132,877,0,0
133,877,0,0
134,877,0,0
135,877,0,0
136,877,0,0
137,877,0,0
138,877,0,0
139,877,0,0
140,877,0,0
141,877,0,0
142,877,0,0
143,877,0,0
144,877,0,0
145,877,0,0
146,877,0,0
147,877,0,0
148,877,0,0
149,877,0,0
150,877,0,0
151,877,0,0
152,877,0,0
153,877,0,0
154,877,0,0
155,877,0,0
156,877,0,0
157,877,0,0
158,877,0,0
159,877,0,0
160,877,0,0
161,877,0,0
162,877,0,0
163,877,0,0
164,877,0,0
165,877,0,0
166,877,0,0
167,877,0,0
168,868,0,0
169,844,0,0
170,870,0,0
171,859,0,0
172,888,0,0
173,889,0,0
174,889,0,0
175,889,0,0
176,889,0,0
177,889,0,0
178,889,0,0
179,889,0,0
180,889,0,0
181,889,0,0
182,889,0,0
183,889,0,0
184,889,0,0
185,889,0,0
186,889,0,0
187,889,1,0
188,889,1,0
189,889,1,0
190,889,1,0
191,889,1,0
192,889,1,0
193,889,1,0
194,889,6,0
195,885,14,1
196,904,19,1
197,914,22,1
198,894,17,1
199,878,20,0
200,934,21,1
201,877,26,0
202,888,39,0
203,924,32,2
204,965,40,4
205,897,44,5
206,897,50,3
207,912,46,2
208,902,54,1
209,887,51,3
210,890,55,2
211,910,54,3
212,861,69,3
213,838,53,3
214,830,66,1
215,834,61,0
216,849,74,1
217,866,69,3
218,835,69,4
219,822,75,5
220,849,83,5
221,834,82,0
222,774,77,0
223,777,53,0
224,760,42,2
225,789,40,4
226,789,45,4
227,785,52,1
228,787,38,4
229,792,45,3
230,774,59,2
231,789,50,0
232,845,57,1
233,837,57,2
234,840,64,3
235,811,59,5
236,823,81,3
237,796,63,4
238,741,70,6
239,747,74,5
240,717,76,5
241,719,78,2
242,746,74,4
243,787,71,3
244,738,83,3
245,795,92,6
246,740,93,5
247,737,91,5
248,719,82,7
249,725,83,9
250,648,75,6
251,698,76,6
252,630,75,6
253,640,75,6
254,615,73,5
255,650,70,6
256,624,67,5
257,647,60,6
258,656,61,6
259,656,73,5
260,671,75,5
261,677,96,5
262,700,93,4
263,725,95,2
264,703,95,2
265,696,96,2
266,709,98,1
267,683,98,1
268,688,110,4
269,700,102,5
270,715,96,6
271,677,95,3
272,679,103,4
273,700,111,2
274,704,117,2
275,715,111,2
276,682,131,4
277,628,120,7
278,628,122,6
279,640,112,6
280,623,107,5
281,647,105,9
282,675,107,10
283,685,102,10
284,681,106,10
285,677,97,11
286,694,97,11
287,644,110,9
288,662,101,11
289,625,102,14
290,601,97,15
291,602,95,12
292,617,100,13
293,626,106,11
294,611,96,11
295,628,93,13
296,620,92,13
297,656,102,12
298,639,109,12
299,637,100,15
300,629,99,16
301,620,96,19
302,635,99,19
303,614,105,19
304,633,107,20
305,649,102,17
306,678,101,18
307,628,109,15
308,636,114,12
309,610,102,15
310,615,100,13
311,605,94,14
312,579,78,14
313,595,78,16
314,596,83,17
315,623,82,17
316,632,93,16
317,651,98,16
318,667,110,13
319,658,103,12
320,643,117,12
321,638,106,11
322,650,120,11
323,671,121,13
324,620,127,13
325,626,137,11
326,628,129,16
327,619,117,15
328,599,126,9
329,656,142,10
330,654,124,14
331,663,142,13
332,650,140,13
333,654,142,11
334,656,132,13
335,635,143,9
336,654,149,12
337,590,115,12
338,589,120,12
339,597,122,15
340,603,119,11
341,551,97,11
342,599,90,9
343,584,92,8
344,581,84,12
345,589,90,12
346,619,101,15
347,589,99,14
348,585,98,14
349,587,82,14
350,614,81,14
351,580,74,13
352,621,72,12
353,606,84,12
354,567,68,15
355,571,72,15
356,575,75,16
357,560,69,17
358,538,64,17
359,519,57,19
360,527,59,20
361,521,59,14
362,524,58,14
363,526,61,15
364,509,51,14
365,517,59,14
366,531,50,15
367,504,66,15
368,497,40,16
369,504,42,15
370,487,35,14
371,498,35,15
372,489,33,14
373,464,36,15
374,470,41,15
375,457,34,15
376,464,33,15
377,480,29,18
378,453,33,17
379,463,30,20
380,449,28,18
381,491,28,20
382,469,25,19
383,485,23,20
384,476,25,22
385,469,29,22
386,469,28,22
387,468,30,22
388,466,29,22
389,453,27,21
390,446,25,21
391,449,32,21
392,435,22,23
393,423,15,23
394,410,15,21
395,422,17,20
396,429,17,20
397,435,25,20
398,430,22,22
399,433,25,22
400,453,31,22
401,440,20,22
402,469,23,22
403,447,22,22
404,473,29,22
405,436,18,22
406,418,21,22
407,414,17,22
408,411,18,21
409,400,18,21
410,388,24,17
411,396,21,17
412,420,25,16
413,407,17,16
